nmId,rank,revenue,price,units,rating,comments,salesPerDay,brand,name
953641319,324,7318393,3034,2056,5,2628,23,"TIZOMO","Блузка нарядная офисная"
809628456,325,7312341,1432,4123,5,412,45,"INLITE","Рубашка весенняя в клетку с кружевом"
199959124,326,7270113,2457,3005,5,24067,33,"Apparelle","Рубашка оверсайз в полоску"
877254358,327,7264305,2316,3284,5,330,36,"VZROSLAЯ","Рубашка оверсайз в полоску с кружевом"
505512078,328,7256862,897,7941,5,1725,87,"ТЫСЯЧА СТОЛИЦ","Блузка летняя на лямках и завязках"
236964028,329,7254112,2471,2626,5,3259,29,"PARA SLOW","Блузка женская с завязками летняя ципао"
1011722127,330,7246735,3467,1839,5,329,20,"VIVA VEA","Рубашка льняная летняя с коротким рукавом"
676601437,331,7217461,1251,4512,5,2705,50,"Elaria Fam","Рубашка оверсайз прозрачная летняя"
446097373,332,7205999,2255,3211,5,3735,35,"Roconda","Рубашка с коротким рукавом муслиновая льняная"
756180561,333,7198195,2451,3321,5,736,36,"twoself","Блузка нарядная с коротким рукавом летняя"
898452155,334,7163647,1387,4537,5,776,50,"TIHEYA","Рубашка летняя оверсайз хлопок лен"
202914135,335,7163066,1421,6315,5,14221,69,"Gulsun Dynasty","Блузка нарядная офисная больших размеров"
321718790,336,7162418,2083,3380,5,2862,37,"KM STYLE","Рубашка женская оверсайз удлиненная в полоску"
1147103189,337,7124558,2447,3167,5,230,35,"TFC","Рубашка оверсайз офисная школьная"
263600644,338,7111294,2211,3761,5,819,41,"Гардеробная принцессы","блузка школьная с жабо"
1015554229,339,7107419,1214,5678,5,683,62,"ТВОЕ","Блузка летняя оверсайз с длинным рукавом"
771499220,340,7104540,1550,4642,5,583,51,"BAZ.A","Школьная блузка с коротким рукавом нарядная больших размеров"
874250390,341,7099527,2255,3044,5,253,33,"BAZA brand","Рубашка в полоску с кружевом"
758590540,342,7097491,3129,2143,5,406,24,"KATY PRETTY","Летняя нарядная блузка с коротким рукавом"
173173882,343,7069887,1425,5429,5,5102,60,"ФАРМАН","Блузка на завязке"
421031041,344,7068925,1215,5956,5,348,65,"HANBIYKE","Нарядная летняя блузка больших размеров"
325920031,345,7066108,1557,4335,5,2269,48,"MOLLYLANS","Нарядная блузка школьная"
909688125,346,7054993,2393,2879,5,165,32,"BOZBU","Блузка шелковая с коротким рукавом приталенная"
952428425,347,7044959,1000,8306,5,617,91,"Fart Favorita","Летняя блузка рубашка больших размеров"
804466662,348,7036843,1920,5736,5,807,63,"MeAdi Brand","Летняя рубашка из льна с кружевами"
219730239,349,7036242,2980,2948,5,4332,32,"D&U mens","Рубашка с длинным рукавом оверсайз"
238004792,350,7017240,1525,5349,5,1885,59,"СПЛЕТНИ","Рубашка нарядная оверсайз офисная больших размеров"
893360675,351,7014782,1925,3870,5,410,43,"","Рубашка оверсайз в полоску"
563077174,352,7006178,1430,5300,5,852,58,"UrbanBasics","Рубашка хлопковая прямая школьная и офисная"
624530431,353,7003243,3226,1709,5,281,19,"KATY PRETTY","Льняная офисная рубашка оверсайз с коротким рукавом"
500125736,354,6991587,1390,5169,5,1154,57,"Purrr","Рубашка в клетку теплая удлиненная"
885234233,355,6916877,1250,4877,5,238,54,"","Рубашка оверсайз летняя в полоску"
538876955,356,6908227,2156,3515,5,508,39,"CHARMONE","Блузка рубашка шелковая офисная приталенная с завязками"
206581334,357,6902818,3102,1871,5,1441,21,"vaNTaime","Джинсовая рубашка оверсайз больших размеров"
1066760921,358,6879549,1900,4091,5,1926,45,"LallyRose","Рубашка в полоску оверсайз"
791376938,359,6877421,1761,3251,5,450,36,"Текстиль Хаус","Блузка нарядная офисная летняя больших размеров"
1011722128,360,6875854,3467,1706,5,329,19,"VIVA VEA","Рубашка льняная летняя с коротким рукавом"
812027527,361,6868468,1972,4493,5,395,49,"","Блузка женская"
1007111195,362,6866683,1386,4975,5,1139,55,"CHELEBI/Челеби-Текстиль","Рубашка летняя жатка блуза с длинным рукавом легкая"
237277883,363,6853547,1506,5063,5,1646,56,"LERAND","Блузка офисная с коротким рукавом больших размеров"
847353979,364,6852998,2338,2958,5,325,33,"DEN EMOTION","Блуза асимметричная шёлковая атласная с кружевом летняя"
291051940,365,6852439,2007,3613,5,6708,40,"Hey May","Блузка женская офисная с длинным рукавом"
341718816,366,6852068,1460,5268,5,5693,58,"ТЫСЯЧА СТОЛИЦ","Блузка больших размеров нарядная"
229149966,367,6843196,671,5828,5,980,64,"BONTA LOVE","Блузка летняя офисная с коротким рукавом"
167684947,368,6836969,2392,2875,5,8074,32,"Lagna","Блузка рубашка офисная с длинным рукавом школьная шелковая"
920430014,369,6830335,1675,3886,5,445,43,"Meriline Style","Блузка летняя нарядная больших размеров с коротким рукавом"
963731363,370,6822318,2667,2587,5,2910,28,"MIXMARI","Блузка женская летняя больших размеров с коротким рукавом"
735788674,371,6816685,4896,1302,5,50,14,"GVEN LINE","Прозрачная блузка с воланами"
219401073,372,6807269,1860,2726,5,15247,30,"AIDEMIKO","Рубашка из муслина с длинным рукавом оверсайз"
316690210,373,6805113,4514,1728,5,676,19,"KATY PRETTY","Нарядная кружевная блузка школьная офисная"
80443162,374,6786144,1393,6132,5,25329,67,"Bentog","Туника рубашка хлопковая больших размеров"
309656357,375,6772566,1767,4146,5,2246,46,"MANAR СТИЛЬ!","Блузка офисная больших размеров нарядная"
5941199,376,6772368,3462,2203,5,7215,24,"MAGIC PEOPLE","Блузка летняя офисная"
905290835,377,6764756,3390,2053,5,172,23,"ЕвроМода","Блузка летняя нарядная с жабо в офис под пиджак"
767514997,378,6757604,1428,5508,5,539,61,"UNISHIRT","Рубашка приталенная классическая школьная офисная"
940763061,379,6737527,879,4551,5,370,50,"SANTE","Блузка нарядная в горошек"
466608906,380,6737407,3081,2374,5,1227,26,"VIVA VEA","Блузка льняная летняя офисная с коротким рукавом"
233889586,381,6732179,1336,6075,4,3431,67,"ilookhome","Рубашка классическая для школы"
458576699,382,6727319,3892,1682,5,245,18,"D.I.V.A.","Блузка нарядная шелковая в офис оверсайз"
317737059,383,6724110,3106,3193,5,1382,35,"Colorvibe","Рубашка блузка офисная школьная оверсайз шелковая"
68745006,384,6710796,1393,5902,5,25329,65,"Bentog","Туника рубашка хлопковая больших размеров"
219401070,385,6701988,1860,2714,5,15247,30,"AIDEMIKO","Рубашка из муслина с длинным рукавом оверсайз"
320395251,386,6686535,2567,3248,5,1431,36,"BYKEN","рубашка школьная с завязками"
932533690,387,6676174,1000,4124,5,789,45,"STUDIO312","Блузка офисная нарядная больших размеров"
838732539,388,6673491,1157,4259,5,383,47,"DEN EMOTION","Летняя зеленая рубашка в полоску с кружевом оверсайз"
1059619933,389,6670547,800,7509,5,5709,83,"LallyRose","Блузка летняя с коротким рукавом"
755343786,390,6667045,2457,2880,5,23944,32,"Apparelle","Рубашка в полоску оверсайз хлопок"
474746165,391,6665259,1710,5374,5,2478,59,"STUDIO312","Блузка офисная больших размеров"
817215481,392,6659509,2485,2860,5,354,31,"Qianzhidu","Блузка летняя нарядная белая"
316690105,393,6654982,3611,1837,5,636,20,"KATY PRETTY","Блузка нарядная офисная праздничная с воланами"
579037413,394,6644473,2457,2580,5,23944,28,"Apparelle","Рубашка оверсайз однотонная офисная"
229104022,395,6643014,1747,3443,5,5684,38,"Alesta Bis","Блузка рубашка школьная с коротким рукавом"
506566297,396,6634600,2413,4346,5,4732,48,"Flouze","Розовая рубашка в полоску на завязках"
497741245,397,6627590,4291,1679,5,263,18,"I am pijama","Пижама рубашка с шортами домашний костюм"
678581884,398,6626459,3413,2215,5,1011,24,"Sitteria","Нарядная блузка с широкими рукавами фонариками"
237184133,399,6619689,1783,4413,5,997,48,"RUBASHKARICH R.R","Рубашка оверсайз леопардовая вечерняя офисная летняя"
273099557,400,6604363,2429,3452,5,7027,38,"AVRONLART","Рубашка оверсайз белая для офиса хлопок"
60607012,401,6598671,2702,3145,5,25210,35,"Enmoone","Рубашка блузка офисная школьная оверсайз"
370284542,402,6583575,2316,2228,5,1016,24,"maniki","Блузка летняя нарядная шитье"
603859681,403,6567310,1710,5854,5,995,64,"Sol de Luna","Блузка нарядная летняя больших размеров"
297823449,404,6562385,2099,3525,5,3987,39,"ESPERO","Рубашка оверсайз школьная офисная"
241450167,405,6553696,1181,4969,5,3801,55,"ТЫСЯЧА СТОЛИЦ","Рубашка летняя"
157317931,406,6550921,3391,1546,5,720,17,"KATY PRETTY","Блузка нарядная летняя ажурная"
757262495,407,6546304,2358,2783,5,1506,31,"Magic pike","Рубашка в полоску оверсайз"
471105452,408,6545495,1800,4314,5,5702,47,"LallyRose","Блузка нарядная кимоно"
437953694,409,6512879,1760,3935,5,2548,43,"MEnter","Топ блузка оверсайз офисная без рукавов"
68199095,410,6499089,2662,3112,5,8271,34,"Colorvibe","Блузка офисная школьная нарядная шелковая"
211166401,411,6480960,1050,7330,5,2083,81,"ANIKE","Блузка женская нарядная больших размеров"
432685445,412,6470767,2435,2434,5,98,27,"","Блузка летняя с баской нарядная оверсайз"
1052571076,413,6465558,1826,5699,5,2275,63,"Dapper Edge","Рубашка базовая школьная офисная"
316769186,414,6464269,2346,2680,5,1330,29,"Che Coso Estilo","Блузка нарядная приталенная с баской летняя"
559486965,415,6460084,1486,4556,5,734,50,"Natali Ego","Рубашка базовая классическая прямая для офиса и школы"
409386484,416,6447945,3158,2281,5,2916,25,"AIRSCRUBS","Блузка кружевная бежевая летняя свободная с баской"
112514581,417,6447257,2812,3264,5,4906,36,"Vatum","Рубашка блузка офисная школьная оверсайз шелковая"
361257238,418,6434937,1415,5126,5,7515,56,"Wonderful Life","Блузка летняя офисная с коротким рукавом и в школу"
309656679,419,6420540,1805,4077,5,1807,45,"MANAR СТИЛЬ!","Блузка офисная больших размеров нарядная"
109086323,420,6402399,1659,4234,5,5206,47,"Malozemoff","Рубашка офисная школьная"
910427779,421,6400083,3366,3590,5,202,39,"FLURBLO","Рубашка приталенная в полоску"
110359674,422,6364418,2055,2989,5,4696,33,"VКОМОДЕ","Рубашка льняная оверсайз из 100% хлопка"
1140871626,423,6352194,2511,4103,5,1583,45,"Red Flag","Блузка рубашка поло с длинным рукавом by Karina Paletskikh"
162671374,424,6346435,2260,3038,5,13296,33,"MOUCHE","Блузка праздничная c коротким рукавом"
1129050842,425,6336077,3440,1242,5,1227,14,"VIVA VEA","Блузка льняная летняя офисная с коротким рукавом"
396520315,426,6334396,1096,4284,5,16229,47,"THIRTEEN BRAND","Рубашка в клетку оверсайз"
224873943,427,6333223,1870,2736,5,370,30,"ARIANA plus BFU","Летняя рубашка в клетку большие размеры"
215163512,428,6325678,1568,5120,5,6970,56,"Camicia","Блузка летняя нарядная с короткими рукавами"
951677026,429,6307007,2444,2423,5,784,27,"Alesta Bis","Рубашка летняя с коротким рукавом хлопок 100%"
453236678,430,6305568,1410,3818,5,3406,42,"ТЫСЯЧА СТОЛИЦ","Блузка летняя с короткими рукавами"
119889028,431,6304273,1336,5855,5,8870,64,"ilookhome","Рубашка классическая для школы теплая"
397222753,432,6296775,2197,3446,5,866,38,"","Хлопковая Нарядная белая блузка с кружевом"
832210403,433,6283755,1900,3825,5,430,42,"TemeaCo","Рубашка на запах в полоску с кружевом"
444602835,434,6277128,2316,2753,5,1009,30,"Teen Stories","Рубашка голубая в белую полоску школьная"
803782456,435,6276742,1282,3640,5,2123,40,"ТЕЛОДВИЖЕНИЯ","Рубашка с длинным рукавом оверсайз в полоску"
372859837,436,6270303,1232,4618,5,6794,51,"Weara","Блузка рубашка офисная с коротким рукавом"
200033356,437,6269411,1722,4736,5,7664,52,"STUDIO312","Блузка офисная больших размеров"
237913172,438,6251708,1432,4648,5,1230,51,"LERAND","Блузка офисная с коротким рукавом нарядная"
918857521,439,6249144,2576,2525,5,175,28,"Zella","Блузка летняя хлопковая в больших размерах"
1065869725,440,6239113,2614,2000,5,314,22,"RHYTHM WEAR","Кружевная вечерняя блузка ципао с коротким рукавом нарядная"
879127797,441,6237127,2475,2605,5,96,29,"","Блузка летняя из кружева с баской"
786821761,442,6231972,1000,4660,5,1243,51,"STUDIO312","Блузка офисная нарядная больших размеров"
560149669,443,6223136,1480,4595,5,519,50,"Girl&Shirt","Рубашка голубая хлопковая оверсайз с приспущенным плечом"
621558472,444,6221456,1614,4098,5,705,45,"Galala","Футболка блузка с драпировкой нарядная"
507139528,445,6218233,2267,3124,5,552,34,"Délicouture","Рубашка белая оверсайз"
536337247,446,6209782,2071,2985,5,584,33,"Clover brand","Летняя рубашка в полоску оверсайз как из PINTEREST"
338630900,447,6209719,1285,6535,5,6600,72,"ТЫСЯЧА СТОЛИЦ","Блузка нарядная с принтом"
453183029,448,6209601,1113,4948,5,19373,54,"ТЫСЯЧА СТОЛИЦ","Блузка летняя шитье с открытой спиной"
332715078,449,6201673,1188,4174,5,967,46,"","Туника рубашка большие размеры"
758510861,450,6186922,2823,2384,5,380,26,"LDLATTE","Блузка атласная с коротким рукавом"
809655650,451,6186570,1283,4364,5,433,48,"INLITE","Рубашка летняя прозрачная для пляжа"
241968713,452,6148291,3289,2258,5,1296,25,"ADM store","Нарядная блузка с коротким рукавом праздничная"
327476193,453,6147623,1395,4506,5,2958,50,"ТЫСЯЧА СТОЛИЦ","Блузка шитье больших размеров"
397506229,454,6137084,840,3947,5,413,43,"top4u","Рубашка летняя марлевка"
405747560,455,6136673,1911,3345,5,288,37,"BISMON","Голубая рубашка в полоску летняя"
730541507,456,6131344,950,3526,5,835,39,"STUDIO312","Блузка нарядная летняя с коротким рукавом"
523814290,457,6123444,2310,4220,5,4868,46,"PREMIUM B","Рубашка в полоску нарядная"
349741941,458,6122603,1556,4235,5,4079,47,"ТЫСЯЧА СТОЛИЦ","Блузка нарядная летняя больших размеров"
649252601,459,6121446,1751,3761,5,964,41,"A.Moretti","Рубашка хлопковая базовая оверсайз для офиса и школы"
314153070,460,6112475,1700,3652,5,2658,40,"DEN EMOTION","Рубашка в клетку оверсайз зеленая - розовая"
71451342,461,6105848,2260,3033,5,13296,33,"MOUCHE","Блузка летняя большие размеры"
756409014,462,6104109,1531,5120,5,3619,56,"LifeStyle37","Хлопковая рубашка на осень в офис на учебу"
370284541,463,6097844,2246,2269,5,1016,25,"maniki","Блузка рубашка летняя нарядная шитье"
324949320,464,6080961,1172,3724,5,9739,41,"mgnovenie","Рубашка летняя легкая оверсайз"
35511852,465,6072155,1752,3257,5,5073,36,"Envy Lab","Рубашка oversize"
449293152,466,6060938,2579,2458,5,1773,27,"Бусик","Рубашка летняя прозрачная удлиненная"
236191401,467,6060119,2783,2445,5,2976,27,"RUBASHKARICH R.R","Рубашка в клетку теплая с капюшоном"
396151624,468,6059261,1326,4159,5,878,46,"UVA style","Рубашка летняя марлевка пляжная"
884698523,469,6051380,3411,2464,5,250,27,"МАША КОЛЛЕКЦИЯ","блузка нарядная кружевная вечерняя офисная"
405747561,470,6049907,1274,3817,5,626,42,"BISMON","Розовая рубашка в полоску свободная"
327957546,471,6038612,1967,4057,5,5326,45,"ТЫСЯЧА СТОЛИЦ","Рубашка в полоску"
229151143,472,6031501,929,5485,5,817,60,"BONTA LOVE","Блузка офисная с коротким рукавом"
369841764,473,6023404,1448,3909,5,3773,43,"НеМода","Блузка белая в школу"
473173623,474,6018738,1058,3771,5,447,41,"DEN EMOTION","Рубашка в клетку оверсайз как из PINTEREST Бело - Коричневая"
165629769,475,6014967,1345,7415,5,28546,81,"ТЫСЯЧА СТОЛИЦ","Блузка летняя шитье офисная больших размеров"
229150832,476,6013586,959,4614,5,879,51,"BONTA LOVE","Блузка летняя офисная с коротким рукавом"
237865170,477,5990208,1876,3573,5,608,39,"RUBASHKARICH R.R","Рубашка лен с коротким рукавом офисная летняя"
412018764,478,5979022,1384,4213,5,1527,46,"Purrr","Рубашка длинная оверсайз в полоску"
234623207,479,5968298,1069,6617,5,4047,73,"ilookhome","Рубашка классическая в полоску для школы"
212786872,480,5956438,3071,2134,5,1633,23,"IL'MADA","Блузка нарядная с коротким рукавом"
85804496,481,5952461,932,6946,5,4600,76,"Larss","Туника пляжная летняя накидка на купальник"
879193672,482,5937272,2864,2821,5,584,31,"Minels","Блузка нарядная праздничная с воланами и рюшами рубашка"
317965438,483,5935633,1906,3132,5,567,34,"Zella","Рубашка летняя туника пляжное легкое парео 100% вискоза"
851518286,484,5935590,1000,5710,5,782,63,"Lady of the Moon","Блузка летняя с коротким рукавом стильная"
804261057,485,5918504,1099,4024,5,270,44,"","Рубашка оверсайз прозрачная летняя"
908084396,486,5911451,750,8329,5,438,92,"Lady of the Moon","Блузка офисная с рукавами из шифона"
848406119,487,5886849,3755,1746,5,183,19,"Алакен Маратисс","Рубашка летняя оверсайз хлопковая в цветочек нарядная"
226531508,488,5878748,1426,4246,5,1337,47,"Ailun Collection","Блузка летняя больших размеров"
243213907,489,5878243,950,5024,5,2441,55,"AklSon","рубашка на завязках"
415257294,490,5877146,2527,2588,5,891,28,"OuMoona","Костюм летний шелковый с шортами и рубашкой"
1010241194,491,5866777,1500,4244,5,254,47,"AF&MA","Рубашка оверсайз марлевка прозрачная летняя для пляжа"
1007788663,492,5835957,2017,4244,5,384,47,"Dejante","Блузка летняя с коротким рукавом"
218995105,493,5828418,1430,4378,5,5503,48,"UNISHIRT","Рубашка белая базовая хлопковая"
210891480,494,5778643,1484,3916,5,4869,43,"SUNDRESSLOVE","Туника пляжная летняя накидка на купальник оверсайз рубашка"
241450168,495,5757738,1220,4435,5,3801,49,"ТЫСЯЧА СТОЛИЦ","Рубашка летняя легкая"
473154467,496,5756928,1357,3107,5,648,34,"DEN EMOTION","Летняя розовая рубашка в полоску оверсайз как из PINTEREST"
780563173,497,5755764,3060,1589,5,229,17,"BAFA_NOVA","Блузка оверсайз с баской из вискозы"
881342820,498,5755722,2310,3724,5,1036,41,"Flouze","Рубашка на запах коричневый в полоску"
1035713389,499,5752287,5654,838,5,52,9,"OKSANA UTOVA BRAND","Блузка в горошек оверсайз с воланами"
226672698,500,5751470,1307,5088,5,5729,56,"Bergamask","Гавайская рубашка оверсайз y2k"
